,name,description,created_at,text,location,retweeted,owner_name,owner_location,owner_created_at,retweeted_count
823,Renata,"sou fera
sou bicho
sou anjo
e sou mulher


enfermagem - UFPE",Mon Feb 01 14:15:43 +0000 2021,AS IDOSAS DO MEU PROJETO MANDANDO ÁUDIO SOBRE A VACINA 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,"Caruaru, Brasil",False,,,,
824,فاسكو,ig:@vasco_m11,Mon Feb 01 14:15:43 +0000 2021,tamos bem então,"Odivelas, Portugal",False,,,,
825,Ti🅰️★ZONA®️ Hilda Resende,"🚐  De KOMBI pro #ForaBolsonaro.
Terra Bolista. Advogada ñ praticante-DF. Ciência e CF: boas p/saúde. Foto perfil mexida em app e usa peruca. RT ñ é endosso.",Mon Feb 01 14:15:43 +0000 2021,"RT @congressoemfoco: Ato pró #impeachment tem banho de #leitecondensado e pacientes sufocados. #COVID19 
https://t.co/0qLgFXwvQE https://t.…",ZONA esquerda TheBoche eu sou:,True,Congresso em Foco,"Brasília, DF",Sun Jan 31 17:42:30 +0000 2021,141
826,Praiana,,Mon Feb 01 14:15:44 +0000 2021,@OcorrenciasJF Vc tem alguma informação de quando q vacinação de idosos em jf vai começar?várias cidades da região… https://t.co/LZqRCOdlV6,,False,,,,
827,Orlando,A injustiça em um Lugar qualquer é uma ameaça a justiça em todo lugar  (M.L.K),Mon Feb 01 14:15:44 +0000 2021,"@GeneralMourao @jairbolsonaro Hoje depois de um ano, cada individuo que ainda combate a vacina, divulga que a cloro… https://t.co/jFTT8xG2fd",,False,,,,
828,jão mano,esquisito e ocasionalmente criativo,Mon Feb 01 14:15:45 +0000 2021,"RT @apyus: Ouvi também que os militares iriam conter Bolsonaro.

A operação dos R$ 3 bilhões para a compra do centrão está sendo feita por…",Rio de Janeiro,True,Marlos Ápyus,"São Paulo, SP, Brazil",Mon Feb 01 10:12:48 +0000 2021,65
829,JFH,,Mon Feb 01 14:15:46 +0000 2021,"RT @PolitzOficial: Para o desespero dos pandeminiuns, Governo do Presidente Bolsonaro (@jairbolsonaro) lança plataforma para acompanhar a v…",,True,POLITZ,Brazil,Mon Feb 01 14:08:53 +0000 2021,26
830,Adam Muniz 🦖,"Cearense cafezeiro, amante da natureza, franciscano, animador Laudato Si’ e prospecto da Nova Resistência. ᚱ",Mon Feb 01 14:15:46 +0000 2021,"RT @CNBBNacional: CNBB promove, na próxima terça-feira (2), Dia de Oração diante da pandemia da covid-19 https://t.co/FkIanAwbB2","Cachoeira Paulista, Brasil",True,CNBB Nacional,Brasília,Mon Feb 01 09:40:50 +0000 2021,1
831,thsnks,cansada,Mon Feb 01 14:15:46 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,"Porto Alegre, Brasil",True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,685
832,BOLSONARO ATÉ 2026!! BOLSONARO SEMPRE!!,"Apoiadora do Aliança pelo Brasil!
Bolsonaro até o fim! Petistas e afins caiam fora!",Mon Feb 01 14:15:47 +0000 2021,"RT @AiltonBenedito: @revistaoeste Se não estão sendo utilizados, devido à reprogramação de cirurgias, e há aumento de doentes de #Covid19,…",MG,True,🇧🇷Ailton Benedito,Brasil,Sun Jan 31 13:30:48 +0000 2021,144
833,Gato Maracajá,"Biólogo, galã e antifascista ♏",Mon Feb 01 14:15:47 +0000 2021,"RT @opinioso: Mercado, para quem não liga nome à pessoa, é uma mistura de especuladores da bolsa, banqueiros, gente que explora day trader…","Patos de Minas, Brasil",True,Janot Temporariamente Caseiro,,Mon Feb 01 13:50:19 +0000 2021,36
834,TV Rio Sul (🏡),"Todo mundo está se ajudando ❤️
Veja instituições do Sul do Estado, que estão precisando de doações ➡️ http://glo.bo/3eKCDVP",Mon Feb 01 14:15:48 +0000 2021,"A unidade, localizada no Km 128 da Rodovia Lúcio Meira, interrompeu os trabalhos para realizar uma higienização no… https://t.co/v8bWpsINj2",,False,,,,
835,Neto Pocah Energia,,Mon Feb 01 14:15:49 +0000 2021,"Ah mas já faz 10 anos... 

Ok, faz 10 anos e concordo que todos mudamos e evoluímos, mas se a pessoa poucos meses a… https://t.co/hrLSPfZv6M",,False,,,,
836,Necco,Game designer e programador: @HexaneGames | Professor no horário comercial | Poc de barba o tempo todo,Mon Feb 01 14:15:49 +0000 2021,"RT @opinioso: Mercado, para quem não liga nome à pessoa, é uma mistura de especuladores da bolsa, banqueiros, gente que explora day trader…","Ceará, Brasil",True,Janot Temporariamente Caseiro,,Mon Feb 01 13:50:19 +0000 2021,37
837,Luciana,,Mon Feb 01 14:15:49 +0000 2021,"RT @FMouraBrasil: Ao lado do negacionista Bolsonaro, Fux também disse:

“Não tenho dúvida de que a ciência, que agora conta com a tão almej…",BRASIL,True,Felipe Moura Brasil,Rio de Janeiro,Mon Feb 01 14:13:32 +0000 2021,1
838,Elton Rodriguez,"Pequeno + com 1 Ego Enorme.Quer q eu goste de vc?Me elogie. Quer q eu te odeie? Fale mal d mim. Sou chato e impulsivo, mas sou simpático as vezes com quem gosto",Mon Feb 01 14:15:50 +0000 2021,"RT @Douglas86736732: Bolsonaro não comprou vacina, seringas, oxigênio.
Gastou tudo pra comprar o Centrão e garantir a impunidade da Familíc…",Bagé,True,Distopia Brazil,Distopia,Mon Feb 01 11:40:37 +0000 2021,49
839,Andreia Junqueira Xa🌶,"sagitariana. . .

sou mulher. . .

Pedagoga.",Mon Feb 01 14:15:50 +0000 2021,RT @gugachacra: Ele é o pior líder de todo o planeta no combate à Covid19. Inacreditável a incompetência. Sequer há necessidade de citar o…,"Belo Horizonte, Brasil",True,Guga Chacra,"New York, NY",Tue Jan 19 20:20:52 +0000 2021,1978
840,alris,vivi voice's: L-O-V-E | fan account,Mon Feb 01 14:15:50 +0000 2021,"@jincultura nem sei o que pensar, queria tanto porque n tô aprendendo nada mas a vacina n chegou pra todo mundo ainda e tem as variantes...",esfp,False,,,,
841,Dr Caly,A esquerda me representa.,Mon Feb 01 14:15:51 +0000 2021,RT @psolnacamara: O Brasil acumula cerca de 221 mil mortos pela COVID 19 e o país não tem nem plano de vacinação. Com o intuito de colabora…,,True,PSOL na Câmara,Brasília | DF | Brasil,Mon Feb 01 13:53:19 +0000 2021,1
842,TV BrasilGov,,Mon Feb 01 14:15:51 +0000 2021,"#COVID19| @govbr intensifica ações no Amazonas. Sobre as #vacinas de #Oxford, Brasil vai receber mais de 10 milhões… https://t.co/lUhzrUgCFf",Brasília - DF,False,,,,
843,Den Eloy,,Mon Feb 01 14:15:52 +0000 2021,"RT @FMouraBrasil: Ao lado do negacionista Bolsonaro, Fux também disse:

“Não tenho dúvida de que a ciência, que agora conta com a tão almej…",,True,Felipe Moura Brasil,Rio de Janeiro,Mon Feb 01 14:13:32 +0000 2021,2
844,louquinhadopoá,"Kick me under the table all you want I won't shut up, I won't shut up",Mon Feb 01 14:15:52 +0000 2021,"@letrapreta continua sem papel, sem pessoal, sem muito do básico... concordo com a prioridade de vacinação e protoc… https://t.co/HulmTF9IMP",RS/SC,False,,,,
845,Tiago Augusto Marins Vicente,,Mon Feb 01 14:15:53 +0000 2021,"@g1 Ótimo! , estou esperando a chegada destas vacinas para brazopolis brazopolis Minas gerais. Para tomar a vacina… https://t.co/lfU4l5ZR2b",,False,,,,
846,Hugo,Fã de quadrinhos,Mon Feb 01 14:15:55 +0000 2021,"RT @Nerdbunker: Ator e dublador, Orlando Drummond, o Vingador de Caverna do Dragão, é vacinado contra a COVID-19 aos 101 anos https://t.co/…",,True,NerdBunker,Brasil,Mon Feb 01 13:05:49 +0000 2021,128
847,MOV Negócios e Opiniões,"MKT, Dicas de negócios, opiniões sobre tudo! Eu vou falar sobre tudo o que eu achar interessante.",Mon Feb 01 14:15:57 +0000 2021,@PaideHugo Vacina da Oxford custou 54 milhoes para serem trazidas da India e seu custo se nao me engano são U$4.00… https://t.co/MoOZUuUUjU,Brazil,False,,,,
848,Bárbara Alienada 🏳️‍🌈🦊🇮🇹,"•Cruzeirense 
•Antibolsonarista
•LGBTQIA+

Gados do bolsonazi, favor não me seguir e ir pra puta que pariu, grata.",Mon Feb 01 14:15:57 +0000 2021,"RT @BrunnoMeloCBN: Bom dia, Brasília! Hoje temos:

- Início da vacinação dos idosos no DF.
- Possibilidade de greve dos caminhoneiros.
- El…",,True,Brunno Melo #TodosPelasVacinas💉,Brasília,Mon Feb 01 10:13:44 +0000 2021,60
849,César Pelle 🇧🇷,"Conservador, Pai de Família e Cristão.",Mon Feb 01 14:15:58 +0000 2021,"#ErnestoNoMoring
Sobre a situação da Vacina Chinesa.
Num primeiro momento Bolsonaro foi contra, e dava sinais de qu… https://t.co/V5XHoehgkc",,False,,,,
850,Milena Batista,Desperdício de tempo.,Mon Feb 01 14:15:58 +0000 2021,"RT @BrunnoMeloCBN: Bom dia, Brasília! Hoje temos:

- Início da vacinação dos idosos no DF.
- Possibilidade de greve dos caminhoneiros.
- El…","Campos Novos, Brasil",True,Brunno Melo #TodosPelasVacinas💉,Brasília,Mon Feb 01 10:13:44 +0000 2021,61
851,Kev 🐉,"IG: kevinrautenberg➡️
💸venta de fotos/videos
💌Paypal/mercado pago/ transferencia
Solo respondo mensajes por packs⬇️",Mon Feb 01 14:15:59 +0000 2021,"RT @ogabrielcoimbra: Começou a campanha de vacinação! Vira o bumbum 💉 ? 

Started the vaccination campaign! Turn your ass 💉. 

Confere mais…","Buenos Aires, Argentina",True,@GabrielCoimbra,"Salvador, Brasil",Sun Jan 24 19:03:34 +0000 2021,434
852,FOLHA DO ES,"Perfil Oficial do Jornal Folha do ES.
No Instagram: https://www.instagram.com/jornalfolhadoes/",Mon Feb 01 14:16:00 +0000 2021,"ES chega a 5.858 mortes e 294.129 casos confirmados de Covid-19

https://t.co/9wGYmuNPNN",Espírito Santo,False,,,,
853,Rodrigo Frutuoso,Ex-Coordenador Geral de Emergências em Saúde Pública do Ministério da Saúde e atual Consultor Nacional para Emergências na Organização Pan-Americana da Saúde,Mon Feb 01 14:16:00 +0000 2021,"Países das Américas são notificados das primeiras alocações de vacinas contra COVID-19 por meio do COVAX.

https://t.co/0hbC8IVSSr",,False,,,,
854,Ed Lincoln,"Não deixe que as pessoas te façam desistir daquilo que você mais quer na vida. Acredite. Lute. Conquiste. E acima de tudo, seja feliz!",Mon Feb 01 14:16:00 +0000 2021,"Prefeito vira alvo do MP por furar fila da vacina no Piauí
https://t.co/sld6ynA7Bi","Fortaleza, Brasil",False,,,,
855,JB3⃣8⃣,Conservador.Cristão. Nacionalista.Patriota. Politicamente incorreto. Pacífico NÃO é pacifista. Pessoense/paraibano/BRASILEIRO. Apoio Jair Bolsonaro Aliança3⃣8⃣,Mon Feb 01 14:16:00 +0000 2021,@PolitzOficial Aqui também: https://t.co/iTMrHTzqUd,,False,,,,
856,Daniel Lavorato,,Mon Feb 01 14:16:00 +0000 2021,RT @UOLNoticias: Cientistas apontam hipóteses para novo surto de covid-19 em Manaus https://t.co/BKqLnmZR4l,"Santos, Brasil",True,UOL Notícias,Brasil,Mon Feb 01 14:12:23 +0000 2021,1
857,elly x ͜x 🦋,treat people with kindness your little shit.                she/her 🇧🇷,Mon Feb 01 14:16:01 +0000 2021,"RT @GigiHadidBR: Se em Setembro estiver 100% seguro em questão do Covid-19 quem sabe ela volte sim a desfilar, mas agora com a Khai a Gigi…",if u r niall horan😳 call me😘,True,Gigi Hadid Brasil,,Mon Feb 01 14:13:03 +0000 2021,2
858,Rah🐴🚩🇧🇷👸🏾🎬🎈¬¬,"¯\_(ツ)_/¯ 🐴 cavalinhos do 🇧🇷 e 🚩antibozo
👸🏾lidi 🎬rodrigo🎈 minerato",Mon Feb 01 14:16:02 +0000 2021,"RT @taleshumanas: O desemprego assola o Brasil e ainda esperamos ações efetivas governamentais. Todavia, sabemos que só haverá isto se ocor…",,True,Professor Tales,"Mossoró, Brasil",Mon Feb 01 13:51:07 +0000 2021,1
859,Folha de S.Paulo,Um jornal a serviço da democracia.  No Instagram: http://instagram.com/folhadespaulo.  Assine a Folha: http://assinefolha.com.br,Mon Feb 01 14:16:02 +0000 2021,Bolsonaro ironiza ida de Bruno Covas ao Maracanã em meio à pandemia de Covid-19 https://t.co/st1zee1BDB,"São Paulo, Brazil",False,,,,
860,Folha Equilíbrio,Perfil oficial do caderno Equilíbrio da Folha de S. Paulo,Mon Feb 01 14:16:03 +0000 2021,Bolsonaro ironiza ida de Bruno Covas ao Maracanã em meio à pandemia de Covid-19 https://t.co/UNlEbFXXKI,"Sao Paulo, Brazil",False,,,,
861,Pulitzer de Taubaté,resiliência é o nome do jogo,Mon Feb 01 14:16:03 +0000 2021,"RT @paulanott: Número absoluto é lindo demais, né?
Isso não dá 1% da população...",,True,Paula PCV,,Mon Feb 01 04:20:22 +0000 2021,17
862,グスタボ,what is dead may never die,Mon Feb 01 14:16:04 +0000 2021,"RT @TrendsdaTV: Comparar Jojó com Roldolffo é incoerente.
Jojó votou 17 mas se arrependeu.
Rodolffo até esses dias tava chamando a vacina d…",infj,True,Trends da TV,Brasil,Mon Feb 01 03:51:45 +0000 2021,33
863,dani melão,nada teu exagera ou exclui,Mon Feb 01 14:16:04 +0000 2021,inho tomou vacina omg omg omg 🥳🥳🥳,,False,,,,
864,ffmadruga .'.,"Brasileiro, Bacharel em Direito, GOB, M.'. I.'., Católico, conservador, casado, Pai, Avô e acredito na TFP. Sendo PTista ou Lulista não me siga.🇧🇷🇮🇱🇺🇸🇧🇷",Mon Feb 01 14:16:06 +0000 2021,"RT @MubarakLuiza: STF é o único no mundo que entende medicina, economia, vacina, eleições. A única coisa que eles não entendem é Justiça!",Brasil,True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:34:53 +0000 2021,1094
865,amanda,so falo de futebol e as vezes reclamo da vida,Mon Feb 01 14:16:07 +0000 2021,e essa noite que eu sonhei que recebia um e-mail dizendo que estava na minha vez de tomar vacina,,False,,,,
866,Paula Favarato,https://bit.ly/CafecomMapaCast,Mon Feb 01 14:16:07 +0000 2021,Vem vacina pq eu vou meter tanta tinta preta em quadro branco esse ano. Voltamos 👊🏼🌎📚 https://t.co/CnZKsf2d1S,,False,,,,
867,marcello santarosa🇧🇷🇮🇹,,Mon Feb 01 14:16:08 +0000 2021,"RT @brunaobarreto3: Não pode:

- Nomear como ""vírus chinês"" um vírus que nasceu na China!! 🤦🏻‍♂️

Pode:

- Justificar como ""cepa brasileira…",,True,Brunão,,Mon Feb 01 12:23:00 +0000 2021,129
868,SIC Notícias,"O como e o porquê das notícias de #últimahora, a análise e a #opinião que interessa. Siga #portugal e o mundo com a #SICNoticias",Mon Feb 01 14:16:09 +0000 2021,Covid-19. Hospital em Famalicão nega “qualquer fraude“ na vacinação https://t.co/i2dPgUDqVK,"Carnaxide, Portugal",False,,,,
869,Décio Carvalho,"Paulistano, Família, Casado e uma filha fã Kpop, inteligente e linda! FollowBack",Mon Feb 01 14:16:09 +0000 2021,"RT @carapanarana: ""O farmacêutico que intencionalmente sabotou centenas de doses da vacina Moderna porque pensava que COVID-19 era uma fars…",,True,Carapanã,,Sun Jan 31 20:12:45 +0000 2021,422
870,Rui Moura,Feeding the robots,Mon Feb 01 14:16:09 +0000 2021,"É destas situações que os grandes humoristas tiram inspiração. A não ser que seja já um sketch humorístico, e aí só… https://t.co/UfGMOAE9Zw",Darkside,False,,,,
871,Felipe Neves,"“A GRANDEZA NÃO CONSISTE EM RECEBER HONRAS, MAS EM MERECÊ-LAS.” 🤔",Mon Feb 01 14:16:11 +0000 2021,"RT @AlanLopesRio: O bom de você se posicionar sobre temas polêmicos, é que a separação entre o joio e o trigo é imediata! Reafirmo meu posi…",,True,Alan Lopes,,Mon Feb 01 00:03:44 +0000 2021,1137
872,JB3⃣8⃣,Conservador.Cristão. Nacionalista.Patriota. Politicamente incorreto. Pacífico NÃO é pacifista. Pessoense/paraibano/BRASILEIRO. Apoio Jair Bolsonaro Aliança3⃣8⃣,Mon Feb 01 14:16:12 +0000 2021,@PolitzOficial E aqui: https://t.co/HqeqLVr0C9,,False,,,,
873,M Teles™,FAU-UFRJ,Mon Feb 01 14:16:12 +0000 2021,@jaoantuness Exatamente gay. So com vacina,"Rio de Janeiro, Brasil",False,,,,
874,Jhaianne,17y / insegura e afins,Mon Feb 01 14:16:12 +0000 2021,e eu q sonhei tomando a vacina do covid?????? Kkkkkkkkk,,False,,,,
875,Convex Research,"Casa de Análise credenciada pela CVM. Empresa de análise financeira, gerenciamento de riscos e exposição aos mercados globais.",Mon Feb 01 14:16:13 +0000 2021,"Os títulos públicos do programa Tesouro Direto recuaram em janeiro, em meio às incertezas fiscais e o avanço da pan… https://t.co/4kGNKHbOmz",,False,,,,
876,Orlando,A injustiça em um Lugar qualquer é uma ameaça a justiça em todo lugar  (M.L.K),Mon Feb 01 14:16:13 +0000 2021,"@PastorMalafaia Hoje depois de um ano, cada individuo que ainda combate a vacina, divulga que a cloroquina cura, nã… https://t.co/kSOeufter8",,False,,,,
877,Julio Rosa - Pai de 3 Meninas. #LulaPresidente2022,"Daddy, husband, citizen, lawyer, agronomist engineer, finances in specialist, businessman and king of Wall Street’https://t.co/KGlzHRQDmT brinde a vida! Insista No Que Te Faz Bem.",Mon Feb 01 14:16:13 +0000 2021,RT @VemPraRua_br: Falta vacina. Falta oxigênio. Só não falta dinheiro em emendas pra eleger um inimigo da Lava Jato presidente da Câmara. #…,"São Paulo, Brasil",True,Vem Pra Rua Brasil 🇧🇷,,Fri Jan 29 14:54:49 +0000 2021,411
878,Ô Mylla,"Procure evoluir, irradie paz 🌻",Mon Feb 01 14:16:13 +0000 2021,@marioadolfo Já não era para os grupos prioritários estarem vacinados já que a vacina deveria ter ido primeiro para… https://t.co/9pIjbM4nPL,Belém-PÁ,False,,,,
879,J.H. Singh JACARÉ 🐊,"Publicitário - São Paulo - SP - Brazil zil zil zil zil
Política, sexo e um scotch 12 anos",Mon Feb 01 14:16:13 +0000 2021,"@cgfurtado Que linda! 😍
Tomou qual vacina?
A minha tá com medo...
Se puder nos passa infos para estimularmos outras vovós 😍",São Paulo,False,,,,
880,andré carvalho,"fotógrafo, designer gráfico, wannabe cineasta e grande levantador de copos | antifascista  | http://arslonga.myportfolio.com",Mon Feb 01 14:16:14 +0000 2021,"Bras-ilha tem praia? Ou: a pandemia acabou e ninguém me avisou?

+ aqui: https://t.co/NUViHrv9ph

#fotografia… https://t.co/pnUXAuamtq",sp / bras-ilha,False,,,,
881,gustavo ferraz cruz,,Mon Feb 01 14:16:14 +0000 2021,"RT @OGloboPolitica: Ao lado de @jairbolsonaro , Fux critica quem ignora isolamento social como prevenção à #COVID19 

https://t.co/XP1Uvwoj…",,True,O Globo Brasil,Brasil,Mon Feb 01 14:10:45 +0000 2021,4
882,Lori,Insta: @lori_sodre •makeup💄💋 •cabelo💇🏽‍♀️ ( posto vários conteúdos no meu Instagram 🥰 ),Mon Feb 01 14:16:14 +0000 2021,"Já estou aqui na fila pra tomar a vacina, espero que eu fique bem depois kkk","Vitória, Brasil",False,,,,
883,Antônio Cláudio #Bolsonaro2022,#Bolsonaro2022,Mon Feb 01 14:16:15 +0000 2021,RT @Biakicis: Já assisti 3 vezes tentando achar alguma pegadinha. Mostrei p/2 médicas que acharam a atitude da técnica de enfermagem crimin…,,True,Bia Kicis,,Fri Jan 29 10:50:08 +0000 2021,3295
884,Resistência Sempre.,,Mon Feb 01 14:16:16 +0000 2021,"RT @MarioMacjunior: Quem é pior Bolsonaro ou o povo que o segue, vota nele, nega vacina e aglomera?",Brasil,True,Mario 🚩🚩,"Rio Grande do Sul, Brasil",Mon Feb 01 02:02:38 +0000 2021,82
885,Lu HATER DO FIUK E DA CONKÁ,Falo mal de subcelebridade mau caráter,Mon Feb 01 14:16:16 +0000 2021,as replies kkk nossa mas ces vão se arrepender tanto de deixar o minion anti vacina nessa casa e eu vou dizer “eu a… https://t.co/ax8Pw9T859,,False,,,,
886,Gaijin,Se eu subir esse abismo eu sou Ozen...,Mon Feb 01 14:16:16 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,686
887,Dorean Paxorales 🇪🇺🇵🇹🇬🇧,Louche Antifa and Renaissance Pirralho,Mon Feb 01 14:16:17 +0000 2021,"RT @paravertudo: Mentira!

A @antena1rtp transmite que Portugal está entre os países mais atrasados na administração de vacinas na UE, cita…",,True,paraver,,Mon Feb 01 14:13:46 +0000 2021,1
888,Maurício Businari,"Músico, jornalista e produtor cultural. Autor de “A Canção das Esferas” @cancaoesferas",Mon Feb 01 14:16:17 +0000 2021,A covid-19 na ponta da língua...,"Santos, Brasil",False,,,,
889,Debie silva,De Boas,Mon Feb 01 14:16:18 +0000 2021,"RT @AtalaiaBR: Dizem que Bolsonaro não foi impedido pelo STF para tomar decisões contra o coronavirus.
Se não existisse essa restrição, por…",,True,Atalaia BR 🌀,,Sun Jan 31 15:03:57 +0000 2021,305
890,@abel,"Brant Horta: Se perguntarem, filho, onde é a terra do teu amor, cheio de orgulho responda: sou brasileiro senhor!",Mon Feb 01 14:16:18 +0000 2021,RT @MubarakLuiza: A vacina de Oxford chegou sem comício e sem show !  Percebeu a diferença?,"Ubatuba, Brasil",True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:40:55 +0000 2021,143
891,traplev,"((o twitter como recreio do play,
ao vivo ou no sampler)))))).

#almofadaspedagogicas
#recibozero
#traplev",Mon Feb 01 14:16:19 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,"Recife, Brasil",True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,687
892,🦕 j u b s ☄️,✨ on só pra quem eu quero ✨,Mon Feb 01 14:16:20 +0000 2021,Sera que ate o inverno eu já terei tomado a vacina pra poder usar todas as calças maravilhosas que eu comprei nesse período sem role?,Marília ,False,,,,
893,Bot CoronaVirus,Apenas um bot que retweeta assuntos com relação ao COVID-19.,Mon Feb 01 14:16:20 +0000 2021,RT @edurj: @denise47613384 Como está na sua cidade meu amigo? @ribeiro_dan #coronavirus,Brazil,True,Edu,Rio de Janeiro,Mon Feb 01 14:15:32 +0000 2021,1
894,Gabriel Demarqui,YO DIGO R TU DICES BD,Mon Feb 01 14:16:20 +0000 2021,"@Emaanuellee_ Coitada , a senhora no lugar de vacina deveria tomar antídoto de naja venenosa","Criciúma, Brasil",False,,,,
895,mario celso moreira,"Engenheiro Mecânico, Mestre em Qualidade, (Ministério da Defesa/ Comando da Aeronáutica/ Departamento de Ciência e Tecnologia Aeroespacial. Mestre em SGQ.",Mon Feb 01 14:16:21 +0000 2021,RT @brunaobarreto3: Tomou vacina e pegou o vírus chinês? Isso é culpa da nova cepa brasileira que foi desenvolvida porque o povo não respei…,,True,Brunão,,Mon Feb 01 10:30:48 +0000 2021,596
896,Sther 🌸,"desculpa pelo oq eu falo, as vezes o demônio me atenta @corinthians 🦅",Mon Feb 01 14:16:21 +0000 2021,Só de saber que até o final da semana meu vó vai tomar vacina da COVID me traz um alívio enorme no peito pqp ❤️,Na sua ,False,,,,
897,Ep,"se puder me poupar, poupe",Mon Feb 01 14:16:22 +0000 2021,"RT @silveropereira: BACURAU começa com a chegada da 💉 vacina! 
Fica a dica Brasil!",Natal/RN - Brasil,True,Silvero,Fortaleza,Sun Jan 24 22:01:45 +0000 2021,6202
898,Luiz Henrique 🇧🇷🇺🇸🇮🇱🇵🇱,No one knows what future holds.That's why its potential is infinite!,Mon Feb 01 14:16:22 +0000 2021,"RT @PolitzOficial: Para o desespero dos pandeminiuns, Governo do Presidente Bolsonaro (@jairbolsonaro) lança plataforma para acompanhar a v…",Brasil,True,POLITZ,Brazil,Mon Feb 01 14:08:53 +0000 2021,27
899,Luiz Gustavo 🇧🇷,"Flamenguista, Conservador, Patriota e de Direita 🇧🇷
#Bolsonaro2022",Mon Feb 01 14:16:23 +0000 2021,"RT @BolsonaroSP: Min. Saúde criou o vacinômetro (https://t.co/v8IIBGx6AW), que usa dados do SIPNI e dá transparência sobre a vacinação e su…",Campo Grande - Ms,True,Eduardo Bolsonaro🇧🇷,São Paulo - SP,Sun Jan 31 13:24:21 +0000 2021,960
900,Cátia Boratto,Sempre antenada com as informações na web. Apaixonada pela @Cavalera_Brasil,Mon Feb 01 14:16:23 +0000 2021,RT @SICNoticias: Vacinar pessoas sem prioridade é crime e a pena pode chegar aos 8 anos de prisão https://t.co/fjuaqmgF79,"Lisboa, Portugal",True,SIC Notícias,"Carnaxide, Portugal",Mon Feb 01 14:02:19 +0000 2021,3
901,Plantão Enfoco,"Portal de notícias do Rio, Niterói, Maricá, SG, Itaboraí e Região dos Lagos #plantaoenfoco",Mon Feb 01 14:16:23 +0000 2021,Vacinação para idosos acima de 90 anos começa em Niterói https://t.co/060Ft5RulX #vacinacao #COVID19 #niteroi,"Niteroi, Rio de Janeiro",False,,,,
902,Dayana Trigueiro,"Radialista, com exercício na Rádio Maringá 98 FM de Pombal/PB. Acadêmica de Jornalismo",Mon Feb 01 14:16:23 +0000 2021,Polícia investiga roubo das 70 doses da vacina de Oxford em Campina Grande - https://t.co/YLuyutOSpY,Pombal - PB,False,,,,
903,Sandra Farias,"Lulista desde sempre, petista por tabela, esquerdista e progressista por convicção. 
#Lula2022",Mon Feb 01 14:16:23 +0000 2021,"RT @ALuizCosta: Os dados da vacinação em Israel mostram uma taxa extremamente baixa de infecções. Apenas 0,04% das pessoas contraíram o vír…",Recife Pe,True,Antonio Luiz M. C. Costa,"São Paulo, Brasil",Mon Feb 01 13:44:32 +0000 2021,9
904,Vô Vó CIFERAR,"distopia, ilusão, sagacidade, centro Livre.",Mon Feb 01 14:16:24 +0000 2021,"@01Fabao @PauloGuedesReal #privadatização
#piadatização
- Vô ! Tem um doido aqui falando de cartel de combustível e… https://t.co/BG7rqKSLBs",,False,,,,
905,NADA PRA FAZER NEWS,"Vamos achar o que fazer...
Site maior agredador de notícias e conteúdo de vários assuntos.
OS principais portais de notícias em um só lugar...",Mon Feb 01 14:16:26 +0000 2021,Manifestação que pede agilidade na vacinação contra a Covid-19 é realizada em Foz do Iguaçu https://t.co/G4LvIhLfRA,"Curitiba, Brasil",False,,,,
906,Hannah,"Desculpem-nos pelo transtorno, estamos em reforma para melhor atendê-los.",Mon Feb 01 14:16:26 +0000 2021,"@rwstico Sim. Parece que só que. tá se movendo para termos vacina é o Dória, infelizmente.",Brasília,False,,,,
907,Eduardo Gonçalves,Repórter @VEJA | RT não é opinião. Boas histórias? Mande por aqui: eduardo.goncalves@abril.com.br #política #crime #justica #corrupcao,Mon Feb 01 14:16:27 +0000 2021,RT @UOLNoticias: Bolsonaro ironiza ida de Bruno Covas ao Maracanã em meio à pandemia de Covid-19 https://t.co/oRAtCehO0F,São Paulo,True,UOL Notícias,Brasil,Mon Feb 01 14:13:12 +0000 2021,1
908,Camilinha,after all this time? Δℓωαysϟ,Mon Feb 01 14:16:29 +0000 2021,"Duas colegas de trabalho não quiseram tomar a vacina, enquanto eu conheço tanta gente ansiosa para tomar elas estão nesse mimimi todo.","Novo hamburgo,rs",False,,,,
909,TV Cabo Branco,Afiliada Rede Globo - A gente se vê em alta definição no canal 7.1!,Mon Feb 01 14:16:29 +0000 2021,RT @RedeGlobo: A vacina protege você e quem você ama. Faça parte dessa campanha: #VacinaSim! ❤️ #MaisVocê https://t.co/bvud4GY8eG,João Pessoa - Paraíba,True,Globo em 🏠,,Mon Feb 01 13:59:40 +0000 2021,13
